level,xp,badges,quiz_score,code_challenge_score,study_time,interest_visual,interest_backend,interest_math,interest_web,interest_data,interest_cloud,interest_mobile,interest_security,frontend_perf,backend_perf,data_perf,algo_perf,career_path
15,1656,7,0.9,0.54,302,4,1,4,5,4,2,3,2,0.71,0.53,0.63,0.56,frontend
5,525,3,0.81,0.55,182,4,4,3,4,3,4,3,3,0.79,0.81,0.67,0.6,fullstack
14,1420,6,0.89,0.54,282,3,4,5,5,1,1,1,3,0.82,0.84,0.7,0.67,fullstack
16,1629,6,0.77,0.78,296,2,4,1,4,5,4,2,3,0.48,0.68,0.6,0.53,cloud
23,2390,7,0.9,0.57,445,4,3,4,3,5,1,5,2,0.95,0.46,0.52,0.66,mobile
18,1966,7,0.64,0.66,399,5,5,5,1,4,4,4,2,0.6,0.83,0.76,0.56,backend
20,2068,5,0.73,0.88,399,4,5,2,4,3,1,3,4,0.87,0.71,0.56,0.57,fullstack
12,1232,4,0.64,0.88,319,1,4,3,4,2,4,1,4,0.62,0.62,0.64,0.81,security
5,531,1,0.71,0.48,135,4,4,3,3,4,3,5,4,0.69,0.8,0.65,0.6,backend
17,1751,7,0.68,0.48,293,5,5,2,4,1,2,4,4,0.87,0.45,0.67,0.73,mobile
19,1972,5,0.78,0.78,471,3,4,1,2,4,3,2,3,0.42,0.94,0.62,0.6,backend
24,2543,7,0.76,0.49,554,1,4,3,5,3,4,1,3,0.55,0.79,0.79,0.66,backend
7,889,3,0.82,0.51,110,4,4,4,5,3,4,1,4,0.62,0.81,0.65,0.78,cloud
4,588,3,0.93,0.58,88,4,5,5,4,1,2,4,4,0.86,0.5,0.68,0.59,mobile
14,1351,4,0.74,0.88,292,2,4,4,3,5,2,2,5,0.66,0.68,0.42,0.75,security
12,1396,4,0.62,0.46,307,2,4,4,3,3,5,1,3,0.45,0.72,0.63,0.78,cloud
4,595,2,0.64,0.46,169,4,4,5,1,4,3,1,3,0.48,0.52,0.82,0.78,data
2,353,0,0.88,0.64,26,5,4,4,5,4,3,4,5,0.46,0.58,0.84,0.82,data
6,606,4,0.87,0.76,190,3,4,1,5,4,2,3,4,0.87,0.46,0.55,0.56,frontend
13,1409,4,0.78,0.61,272,4,3,4,2,4,5,1,3,0.65,0.82,0.62,0.52,cloud
22,2287,9,0.6,0.83,531,1,4,5,3,5,5,3,2,0.46,0.66,0.91,0.74,data
6,715,1,0.85,0.67,203,1,4,4,2,5,5,2,4,0.4,0.67,0.72,0.79,cloud
8,946,2,0.72,0.49,219,2,4,4,4,5,2,3,5,0.66,0.73,0.52,0.78,security
24,2378,9,0.6,0.85,491,5,4,5,5,4,3,5,5,0.52,0.93,0.79,0.66,backend
6,560,1,0.56,0.65,154,5,3,1,4,3,5,2,3,0.93,0.47,0.57,0.8,frontend
14,1384,4,0.68,0.53,358,4,4,5,1,4,2,4,2,0.5,0.45,0.87,0.74,data
16,1564,6,0.72,0.46,364,5,5,1,2,3,3,3,1,0.57,0.92,0.77,0.54,backend
18,1904,7,0.62,0.84,340,4,4,2,4,3,3,4,4,0.82,0.57,0.58,0.77,mobile
15,1644,5,0.76,0.6,305,3,4,3,4,1,1,2,4,0.84,0.87,0.69,0.67,fullstack
4,438,3,0.88,0.45,83,3,3,5,2,5,2,1,3,0.41,0.65,0.84,0.79,data
13,1439,5,0.88,0.45,241,4,2,4,4,5,3,4,2,0.92,0.5,0.47,0.77,frontend
9,1073,3,0.61,0.56,275,3,4,5,5,3,5,5,3,0.45,0.81,0.74,0.54,cloud
15,1551,5,0.76,0.45,263,5,4,2,4,2,1,5,1,0.95,0.48,0.44,0.59,mobile
12,1207,5,0.79,0.67,257,4,2,3,5,2,5,3,5,0.83,0.51,0.61,0.59,frontend
13,1419,3,0.61,0.72,215,5,3,3,4,5,5,5,2,0.93,0.56,0.47,0.74,mobile
11,1259,4,0.63,0.54,282,4,3,4,5,2,4,4,4,0.81,0.56,0.65,0.59,frontend
1,52,2,0.88,0.83,42,3,4,5,2,5,2,2,1,0.43,0.42,0.84,0.78,data
5,550,0,0.78,0.84,109,4,1,1,3,5,4,5,5,0.87,0.55,0.51,0.5,mobile
2,182,0,0.59,0.89,130,1,4,4,2,4,5,1,4,0.64,0.8,0.62,0.83,security
10,1079,4,0.69,0.67,270,1,3,5,2,5,5,3,2,0.66,0.43,0.82,0.81,data
19,1903,8,0.68,0.46,440,5,4,5,4,5,5,4,5,0.95,0.53,0.4,0.67,mobile
13,1446,4,0.89,0.77,223,3,4,1,5,1,5,4,3,0.94,0.55,0.5,0.7,frontend
20,2200,8,0.94,0.72,490,5,1,2,4,3,3,3,2,0.73,0.4,0.48,0.58,frontend
12,1321,4,0.87,0.81,311,4,3,1,4,2,1,4,3,0.86,0.59,0.51,0.8,mobile
6,600,2,0.6,0.75,72,4,4,3,4,2,2,1,5,0.8,0.9,0.51,0.63,fullstack
7,861,4,0.82,0.54,112,4,3,3,4,2,4,2,5,0.42,0.67,0.52,0.77,security
15,1605,7,0.66,0.86,328,5,2,2,3,2,4,4,2,0.8,0.59,0.61,0.55,mobile
25,2509,7,0.69,0.73,572,3,4,1,5,1,2,3,3,0.78,0.78,0.46,0.59,fullstack
19,2001,5,0.84,0.72,456,4,5,1,5,3,3,2,4,0.78,0.75,0.7,0.75,fullstack
12,1206,3,0.93,0.65,194,3,3,3,4,2,4,1,4,0.53,0.7,0.47,0.75,security
3,437,3,0.57,0.67,58,4,3,4,4,5,4,5,1,0.62,0.66,0.83,0.85,data
13,1478,5,0.8,0.77,324,5,4,1,5,4,3,4,2,0.57,0.87,0.76,0.74,backend
25,2548,10,0.8,0.47,526,5,5,2,3,3,4,4,1,0.42,0.88,0.67,0.52,backend
20,2014,7,0.74,0.69,428,4,4,2,4,3,4,1,1,0.87,0.78,0.51,0.74,fullstack
4,463,0,0.62,0.71,54,4,5,5,5,1,2,3,5,0.76,0.85,0.66,0.6,fullstack
15,1582,4,0.74,0.77,388,4,3,4,2,4,5,5,3,0.52,0.54,0.9,0.76,data
14,1572,4,0.83,0.89,251,2,4,2,3,3,4,3,4,0.5,0.83,0.63,0.75,cloud
10,975,4,0.6,0.64,160,2,3,5,2,4,4,4,3,0.51,0.82,0.63,0.68,cloud
5,578,2,0.66,0.76,139,1,3,5,4,4,2,3,5,0.62,0.48,0.81,0.83,data
8,912,3,0.91,0.74,205,4,1,3,4,2,4,4,1,0.87,0.53,0.66,0.51,mobile
13,1472,4,0.78,0.53,336,5,3,4,4,4,1,4,2,0.86,0.6,0.66,0.58,mobile
1,175,0,0.8,0.47,79,4,3,3,5,3,1,5,5,0.68,0.62,0.48,0.73,security
1,235,2,0.55,0.7,34,4,5,3,4,1,3,5,3,0.81,0.81,0.5,0.63,fullstack
25,2499,8,0.94,0.81,468,2,4,4,4,5,2,1,4,0.62,0.49,0.93,0.85,data
16,1733,7,0.86,0.9,398,3,3,5,1,5,4,1,1,0.68,0.5,0.89,0.85,data
7,881,3,0.9,0.86,124,4,1,5,3,3,4,4,3,0.93,0.6,0.51,0.54,mobile
1,161,1,0.66,0.78,22,1,4,2,3,3,3,1,5,0.42,0.83,0.8,0.54,backend
19,1989,5,0.77,0.67,448,3,4,3,4,1,4,2,4,0.48,0.73,0.49,0.72,security
18,1976,7,0.71,0.54,366,5,4,4,5,4,2,3,3,0.46,0.49,0.91,0.75,data
16,1686,4,0.59,0.62,409,1,3,4,1,2,1,5,5,0.53,0.78,0.44,0.73,security
18,1874,6,0.79,0.75,407,3,5,1,5,1,5,3,5,0.8,0.75,0.57,0.79,fullstack
16,1649,5,0.79,0.69,333,4,4,3,5,1,2,3,4,0.58,0.69,0.45,0.83,security
22,2303,6,0.79,0.74,508,4,5,1,5,3,1,3,2,0.81,0.53,0.69,0.7,frontend
11,1112,2,0.73,0.54,308,5,2,1,4,2,1,4,3,0.88,0.48,0.48,0.67,mobile
17,1780,7,0.79,0.52,307,1,3,4,5,5,3,4,5,0.55,0.54,0.81,0.79,data
9,1044,4,0.83,0.9,135,4,4,4,4,4,2,4,1,0.61,0.45,0.82,0.73,data
3,297,1,0.95,0.86,74,4,4,1,4,3,4,2,4,0.92,0.45,0.61,0.72,frontend
14,1358,5,0.86,0.61,303,5,3,4,1,5,2,2,1,0.6,0.44,0.84,0.76,data
14,1437,3,0.84,0.57,359,4,4,2,4,5,2,4,1,0.89,0.51,0.55,0.61,frontend
10,1031,4,0.72,0.47,187,3,3,5,4,5,5,5,3,0.59,0.78,0.68,0.55,cloud
5,462,3,0.67,0.56,183,4,5,1,4,1,1,5,5,0.78,0.86,0.43,0.64,fullstack
22,2278,6,0.65,0.73,477,4,1,1,4,2,2,5,2,0.81,0.59,0.47,0.54,mobile
17,1895,5,0.81,0.81,420,2,4,4,2,5,5,1,3,0.52,0.78,0.71,0.65,cloud
7,663,2,0.55,0.63,161,3,5,3,4,5,4,2,2,0.84,0.74,0.59,0.73,fullstack
20,2008,7,0.73,0.69,439,4,4,1,4,3,3,5,3,0.9,0.52,0.49,0.61,mobile
8,967,4,0.91,0.6,124,2,4,3,4,2,2,2,4,0.47,0.63,0.51,0.75,security
1,224,1,0.92,0.78,49,1,5,2,1,4,4,4,5,0.45,0.91,0.69,0.56,backend
4,420,1,0.66,0.61,180,3,3,1,4,2,4,3,3,0.43,0.8,0.6,0.75,cloud
1,100,0,0.85,0.56,50,3,3,4,4,3,2,4,5,0.47,0.6,0.53,0.71,security
15,1609,6,0.81,0.6,306,4,4,1,4,2,1,5,4,0.85,0.48,0.64,0.62,mobile
16,1778,5,0.93,0.9,306,4,4,3,4,4,5,5,3,0.8,0.89,0.62,0.74,fullstack
24,2473,8,0.59,0.68,555,1,4,4,5,3,2,1,4,0.52,0.76,0.4,0.83,security
23,2412,8,0.57,0.78,496,3,5,1,5,2,5,1,2,0.83,0.74,0.63,0.79,fullstack
23,2456,7,0.88,0.55,500,4,4,1,4,5,5,1,3,0.83,0.89,0.58,0.75,fullstack
17,1715,4,0.93,0.61,345,1,3,5,4,4,5,5,4,0.6,0.67,0.62,0.64,cloud
1,179,0,0.87,0.49,118,3,2,3,4,3,3,3,5,0.95,0.47,0.55,0.74,frontend
17,1823,5,0.62,0.7,363,5,4,1,5,1,5,2,4,0.5,0.67,0.62,0.6,cloud
1,160,1,0.66,0.73,93,3,3,4,4,2,2,2,5,0.54,0.64,0.43,0.77,security
15,1610,7,0.71,0.71,301,1,4,4,3,5,5,5,5,0.6,0.77,0.49,0.81,security
23,2319,6,0.63,0.62,549,1,3,3,1,2,5,2,4,0.63,0.66,0.64,0.65,cloud
13,1480,3,0.59,0.54,302,5,4,4,5,3,2,3,2,0.88,0.58,0.53,0.63,frontend
23,2264,8,0.65,0.66,444,3,2,5,4,1,1,4,2,0.86,0.57,0.45,0.61,frontend
3,328,2,0.69,0.87,131,4,3,3,4,5,3,5,4,0.86,0.48,0.5,0.69,mobile
9,882,5,0.77,0.73,266,4,3,3,1,4,3,2,5,0.41,0.69,0.42,0.75,security
13,1260,3,0.62,0.76,279,3,4,1,4,5,1,5,4,0.86,0.79,0.62,0.53,fullstack
18,1877,8,0.75,0.51,354,4,5,2,4,1,1,2,2,0.85,0.76,0.48,0.59,fullstack
23,2353,7,0.66,0.74,494,5,2,2,4,5,2,5,4,0.83,0.52,0.44,0.66,mobile
2,341,1,0.81,0.45,64,5,2,4,4,2,5,3,4,0.85,0.46,0.68,0.77,frontend
14,1484,6,0.56,0.48,366,4,3,1,4,1,1,2,3,0.81,0.41,0.6,0.66,frontend
4,516,2,0.9,0.9,56,4,4,3,4,1,3,3,1,0.79,0.82,0.62,0.78,fullstack
11,1159,4,0.82,0.59,243,4,3,4,4,1,3,4,1,0.91,0.47,0.49,0.72,mobile
25,2598,7,0.65,0.61,585,4,4,2,3,4,3,5,4,0.84,0.47,0.57,0.55,mobile
16,1684,6,0.93,0.55,389,4,1,5,4,4,4,4,5,0.85,0.42,0.66,0.72,frontend
21,2270,7,0.94,0.77,452,1,4,1,2,3,3,2,3,0.49,0.8,0.64,0.54,backend
10,1134,4,0.76,0.67,285,1,4,2,2,4,4,3,2,0.69,0.91,0.74,0.58,backend
21,2064,9,0.67,0.47,507,3,4,2,2,3,4,3,4,0.56,0.78,0.64,0.6,cloud
9,951,4,0.81,0.55,246,3,4,4,5,2,1,5,5,0.44,0.67,0.43,0.72,security
10,1054,2,0.76,0.69,272,4,4,4,5,5,2,1,1,0.84,0.89,0.56,0.63,fullstack
4,363,2,0.84,0.85,155,5,4,2,1,4,4,3,1,0.69,0.76,0.7,0.5,backend
10,990,5,0.87,0.53,262,4,4,5,4,1,4,1,1,0.84,0.81,0.51,0.7,fullstack
1,169,0,0.61,0.61,88,1,4,1,1,4,4,3,5,0.65,0.89,0.67,0.57,backend
25,2458,8,0.94,0.71,585,5,4,2,4,5,5,3,4,0.64,0.68,0.64,0.52,cloud
11,1295,2,0.88,0.68,193,3,3,5,3,4,4,2,4,0.49,0.61,0.87,0.8,data
15,1635,7,0.72,0.88,250,1,4,5,2,5,2,5,4,0.47,0.45,0.87,0.78,data
9,896,3,0.76,0.54,158,1,4,4,2,3,4,5,4,0.67,0.76,0.71,0.78,cloud
7,830,1,0.71,0.88,90,5,4,3,4,5,5,2,4,0.57,0.73,0.57,0.76,security
1,206,1,0.94,0.64,86,4,3,3,3,3,5,4,2,0.89,0.57,0.5,0.74,mobile
4,435,3,0.78,0.75,151,4,3,5,5,1,3,4,3,0.73,0.47,0.64,0.61,frontend
25,2594,9,0.76,0.46,553,1,5,3,4,4,4,5,4,0.65,0.82,0.62,0.66,backend
16,1570,7,0.72,0.58,344,4,3,4,2,3,1,4,5,0.56,0.79,0.55,0.73,security
18,1904,6,0.92,0.58,435,4,4,4,1,4,1,5,5,0.56,0.48,0.88,0.79,data
21,2205,8,0.87,0.73,418,4,4,4,2,1,4,2,3,0.46,0.77,0.69,0.64,cloud
18,1999,8,0.94,0.7,427,5,3,3,5,4,4,2,5,0.95,0.45,0.64,0.63,frontend
20,2150,5,0.75,0.49,404,4,2,2,3,2,1,5,2,0.88,0.5,0.6,0.57,mobile
8,996,3,0.79,0.45,140,4,5,5,3,5,5,4,1,0.87,0.55,0.56,0.69,mobile
14,1527,5,0.58,0.66,247,5,3,4,3,1,2,4,3,0.95,0.58,0.67,0.55,mobile
17,1704,6,0.61,0.75,290,4,5,5,5,4,2,2,5,0.77,0.88,0.41,0.58,fullstack
19,1898,5,0.93,0.47,443,2,4,2,1,3,4,5,2,0.58,0.78,0.74,0.68,backend
23,2317,7,0.71,0.66,412,3,3,2,1,1,4,3,4,0.47,0.73,0.62,0.55,cloud
11,1221,5,0.68,0.57,254,3,4,5,2,5,1,1,4,0.57,0.62,0.9,0.75,data
1,184,2,0.58,0.68,7,5,3,5,5,5,4,1,5,0.63,0.58,0.87,0.74,data
22,2189,6,0.67,0.85,435,5,4,5,5,4,4,1,2,0.51,0.86,0.63,0.68,backend
13,1485,4,0.68,0.52,275,5,2,4,5,2,2,4,3,0.88,0.41,0.42,0.63,frontend
24,2445,7,0.62,0.46,493,1,4,4,2,4,2,2,2,0.51,0.56,0.93,0.75,data
3,444,1,0.56,0.47,124,2,3,4,2,4,5,1,4,0.56,0.74,0.44,0.8,security
18,1766,8,0.9,0.45,335,2,4,4,3,5,1,3,5,0.58,0.6,0.86,0.75,data
20,2183,7,0.82,0.54,350,4,5,2,1,3,3,1,2,0.55,0.84,0.68,0.51,backend
18,1956,5,0.78,0.81,433,4,5,1,3,4,3,2,5,0.41,0.81,0.66,0.68,backend
15,1566,6,0.67,0.89,252,4,4,4,4,5,5,1,2,0.87,0.89,0.53,0.68,fullstack
25,2655,9,0.59,0.69,555,3,4,3,5,1,5,2,4,0.79,0.88,0.67,0.57,fullstack
12,1282,4,0.6,0.86,337,3,3,5,4,3,5,5,3,0.58,0.76,0.68,0.7,cloud
16,1635,4,0.95,0.48,353,4,5,5,5,2,5,2,2,0.83,0.86,0.57,0.58,fullstack
4,414,1,0.95,0.68,97,4,4,4,3,5,3,5,4,0.82,0.52,0.43,0.69,mobile
17,1825,5,0.66,0.63,296,2,4,4,5,3,4,2,3,0.41,0.82,0.69,0.78,backend
3,336,3,0.69,0.84,143,1,4,2,3,4,4,2,5,0.57,0.88,0.62,0.6,backend
10,967,2,0.88,0.77,299,4,1,5,4,1,5,4,1,0.92,0.47,0.53,0.58,mobile
8,952,1,0.64,0.58,228,4,5,5,4,2,4,1,4,0.82,0.72,0.57,0.74,fullstack
17,1689,4,0.67,0.74,363,5,5,3,4,2,5,3,5,0.82,0.56,0.5,0.62,frontend
3,311,3,0.65,0.53,116,5,5,1,3,4,4,4,3,0.87,0.53,0.57,0.65,mobile
17,1831,7,0.63,0.63,424,4,5,2,4,3,5,3,5,0.82,0.79,0.45,0.7,fullstack
11,1112,3,0.71,0.59,221,5,5,4,3,1,5,4,3,0.89,0.48,0.62,0.79,mobile
6,798,2,0.55,0.52,212,4,5,1,4,4,4,1,1,0.82,0.84,0.49,0.62,fullstack
20,2184,5,0.89,0.64,474,5,4,4,5,3,3,3,4,0.55,0.7,0.49,0.76,security
10,1191,4,0.92,0.52,261,3,4,4,3,1,3,5,4,0.53,0.71,0.46,0.8,security
25,2596,8,0.81,0.83,462,4,5,2,3,2,5,4,3,0.83,0.46,0.64,0.63,mobile
4,513,1,0.92,0.73,57,2,4,1,1,4,4,3,2,0.48,0.82,0.79,0.66,backend
22,2356,9,0.67,0.74,534,2,4,3,1,2,4,4,4,0.57,0.6,0.55,0.7,security
13,1363,6,0.7,0.45,231,5,1,3,5,2,5,3,1,0.93,0.5,0.66,0.64,frontend
17,1853,5,0.69,0.85,380,4,3,4,2,5,1,2,5,0.53,0.66,0.45,0.72,security
5,484,1,0.56,0.66,145,5,4,2,3,3,1,5,3,0.9,0.46,0.69,0.79,mobile
23,2279,8,0.58,0.61,487,3,4,1,5,2,2,1,4,0.87,0.74,0.57,0.74,fullstack
2,203,2,0.87,0.69,113,5,4,1,5,4,5,2,1,0.73,0.48,0.61,0.69,frontend
3,379,0,0.75,0.54,38,4,4,3,5,4,5,4,4,0.78,0.82,0.6,0.67,fullstack
19,2047,8,0.94,0.79,419,4,4,5,4,4,2,5,3,0.92,0.59,0.56,0.67,mobile
17,1827,5,0.88,0.74,403,3,4,2,1,5,4,1,3,0.54,0.74,0.65,0.5,cloud
19,2049,7,0.83,0.5,472,4,3,5,3,4,5,3,5,0.69,0.4,0.8,0.75,data
19,1876,6,0.65,0.71,330,4,2,2,5,2,4,3,1,0.87,0.41,0.43,0.72,frontend
24,2393,7,0.76,0.57,453,3,4,1,4,4,4,1,5,0.82,0.78,0.62,0.74,fullstack
24,2573,8,0.71,0.84,486,4,5,5,4,3,2,3,5,0.78,0.59,0.55,0.78,frontend
12,1310,3,0.6,0.61,295,1,3,4,4,4,5,2,5,0.49,0.65,0.65,0.8,security
13,1487,6,0.68,0.89,334,2,3,3,3,1,5,5,4,0.42,0.79,0.58,0.73,security
4,402,2,0.9,0.61,90,5,4,5,4,1,2,4,5,0.9,0.45,0.46,0.67,mobile
20,2067,5,0.67,0.8,481,3,4,5,5,3,5,3,3,0.85,0.86,0.43,0.69,fullstack
1,264,0,0.77,0.88,-9,3,2,4,4,5,3,4,1,0.87,0.45,0.59,0.64,frontend
24,2517,7,0.84,0.52,526,4,4,1,4,2,1,3,3,0.84,0.77,0.55,0.69,fullstack
10,1154,2,0.7,0.88,269,2,3,3,5,5,2,3,5,0.68,0.62,0.57,0.84,security
15,1492,4,0.88,0.58,281,4,5,1,4,1,4,3,1,0.87,0.76,0.47,0.64,fullstack
22,2261,9,0.63,0.88,443,2,4,3,1,5,4,2,5,0.63,0.77,0.5,0.78,security
24,2414,10,0.92,0.8,578,3,3,4,3,3,5,2,3,0.68,0.72,0.68,0.58,cloud
16,1707,7,0.91,0.78,352,3,3,5,5,3,1,3,3,0.94,0.49,0.51,0.52,frontend
24,2545,7,0.79,0.68,542,2,4,4,1,2,5,5,4,0.65,0.79,0.47,0.81,security
24,2438,9,0.64,0.88,564,3,4,1,5,3,2,3,2,0.76,0.88,0.65,0.56,fullstack
18,1790,7,0.74,0.86,425,5,4,5,5,4,3,4,5,0.65,0.59,0.83,0.74,data
21,2214,8,0.91,0.71,442,1,3,5,4,4,5,5,5,0.63,0.51,0.84,0.82,data
14,1549,6,0.82,0.78,342,5,3,1,2,1,4,2,3,0.57,0.71,0.66,0.64,cloud
17,1808,4,0.84,0.63,328,2,4,2,1,3,3,4,1,0.63,0.78,0.8,0.66,backend
20,2159,8,0.61,0.85,453,4,4,2,4,3,5,5,5,0.87,0.81,0.66,0.71,fullstack
13,1450,6,0.62,0.66,310,3,2,2,4,2,4,2,1,0.76,0.48,0.68,0.69,frontend
25,2638,8,0.69,0.88,466,3,3,3,3,2,4,5,5,0.61,0.72,0.51,0.83,security
5,624,2,0.58,0.83,107,5,3,2,5,5,5,2,5,0.77,0.41,0.44,0.74,frontend
6,715,1,0.74,0.56,194,3,4,1,4,4,3,5,1,0.82,0.89,0.48,0.53,fullstack
23,2468,7,0.6,0.79,464,2,4,3,2,3,4,3,5,0.52,0.71,0.6,0.78,security
9,926,2,0.91,0.61,173,4,3,5,5,4,4,5,3,0.56,0.6,0.9,0.89,data
2,209,1,0.91,0.68,131,4,1,3,4,3,1,2,5,0.84,0.48,0.66,0.64,frontend
11,1248,3,0.9,0.54,183,5,4,4,3,1,5,5,4,0.84,0.59,0.46,0.63,mobile
10,1106,3,0.89,0.71,191,1,4,4,2,4,2,3,5,0.45,0.75,0.67,0.83,security
22,2243,9,0.79,0.9,492,5,4,3,1,4,3,5,1,0.46,0.91,0.61,0.71,backend
23,2290,7,0.85,0.71,441,5,3,5,4,3,4,4,5,0.85,0.59,0.55,0.62,mobile
3,447,2,0.75,0.79,143,4,5,2,5,1,2,3,3,0.81,0.74,0.61,0.58,fullstack
4,586,0,0.86,0.47,50,1,4,3,4,3,1,5,5,0.54,0.62,0.67,0.78,security
3,399,0,0.84,0.75,65,4,3,4,4,2,1,4,1,0.89,0.52,0.66,0.75,mobile
14,1410,5,0.68,0.77,231,3,4,2,1,4,4,1,4,0.7,0.82,0.73,0.55,cloud
11,1139,3,0.87,0.47,175,2,5,2,1,3,4,2,5,0.4,0.92,0.75,0.58,backend
23,2389,7,0.66,0.89,416,4,3,3,4,1,1,5,3,0.82,0.58,0.57,0.57,mobile
23,2351,7,0.6,0.65,427,1,3,3,4,3,3,5,5,0.47,0.63,0.7,0.83,security
7,819,2,0.73,0.61,108,4,2,4,3,3,5,5,3,0.82,0.57,0.55,0.57,mobile
12,1266,4,0.67,0.55,232,4,3,5,4,5,3,5,1,0.68,0.65,0.82,0.76,data
14,1530,4,0.72,0.83,230,4,5,5,5,2,5,4,2,0.87,0.82,0.63,0.77,fullstack
1,129,0,0.81,0.54,-16,3,1,3,5,1,3,4,3,0.89,0.57,0.45,0.52,frontend
24,2456,7,0.8,0.89,575,5,1,4,3,5,2,5,5,0.9,0.54,0.55,0.78,mobile
17,1787,7,0.89,0.65,428,4,3,1,3,5,3,5,3,0.85,0.53,0.49,0.58,mobile
19,2035,5,0.95,0.83,342,2,3,4,3,5,1,1,5,0.65,0.49,0.87,0.85,data
16,1723,6,0.72,0.89,292,4,5,1,4,3,4,4,2,0.89,0.89,0.62,0.79,fullstack
6,640,1,0.79,0.49,108,1,3,2,3,1,5,4,4,0.49,0.68,0.72,0.58,cloud
18,1953,7,0.61,0.49,433,5,4,2,3,2,4,4,3,0.46,0.8,0.62,0.5,cloud
8,881,2,0.91,0.7,148,2,3,5,4,1,4,1,4,0.46,0.8,0.73,0.61,cloud
6,656,3,0.56,0.9,194,1,5,3,1,4,4,5,1,0.6,0.78,0.76,0.58,backend
19,1853,7,0.75,0.87,454,4,4,5,3,4,2,4,1,0.94,0.46,0.64,0.73,mobile
8,892,3,0.78,0.62,123,4,4,4,4,3,1,4,3,0.91,0.52,0.67,0.72,mobile
16,1634,7,0.88,0.49,282,3,4,3,2,5,1,4,4,0.51,0.6,0.46,0.73,security
1,253,0,0.61,0.52,53,3,4,3,5,2,5,3,2,0.86,0.5,0.57,0.55,frontend
24,2571,8,0.63,0.54,484,2,4,4,5,1,3,4,5,0.66,0.62,0.53,0.8,security
23,2360,9,0.88,0.53,486,3,1,4,5,2,2,4,3,0.83,0.41,0.43,0.55,frontend
8,752,3,0.82,0.58,136,4,4,3,4,4,3,2,1,0.8,0.42,0.62,0.6,frontend
20,2050,7,0.68,0.85,417,4,4,5,4,2,5,5,4,0.95,0.46,0.54,0.7,mobile
18,1926,5,0.67,0.75,429,4,3,2,3,3,5,5,4,0.92,0.47,0.5,0.79,mobile
6,600,2,0.69,0.76,208,4,2,1,4,4,5,3,3,0.77,0.57,0.7,0.64,frontend
1,239,0,0.76,0.65,10,2,4,5,2,4,5,4,2,0.45,0.53,0.85,0.74,data
23,2404,6,0.82,0.87,531,3,3,4,3,4,1,2,5,0.46,0.7,0.55,0.73,security
2,351,2,0.61,0.7,54,3,3,5,1,4,3,1,3,0.47,0.53,0.88,0.74,data
14,1409,3,0.76,0.8,338,4,3,3,3,5,3,1,5,0.62,0.64,0.66,0.72,security
24,2597,7,0.68,0.51,538,5,4,2,4,4,5,5,3,0.53,0.67,0.73,0.53,cloud
17,1655,5,0.59,0.75,373,4,3,3,5,4,5,3,4,0.6,0.84,0.69,0.69,cloud
2,151,2,0.88,0.84,87,3,2,2,4,4,4,2,5,0.75,0.44,0.61,0.64,frontend
17,1863,5,0.92,0.67,389,5,1,4,4,2,2,4,4,0.89,0.44,0.43,0.5,frontend
24,2413,7,0.88,0.71,504,3,3,5,3,4,5,3,5,0.43,0.68,0.86,0.86,data
15,1483,5,0.79,0.7,272,1,4,4,4,1,3,2,4,0.49,0.78,0.44,0.84,security
12,1376,4,0.78,0.88,211,3,4,2,5,4,3,1,2,0.82,0.89,0.58,0.79,fullstack
7,685,2,0.58,0.49,217,4,4,5,1,3,4,1,4,0.49,0.89,0.65,0.52,backend
13,1443,4,0.94,0.64,253,4,3,4,4,4,3,4,4,0.9,0.48,0.53,0.71,mobile
20,2033,8,0.74,0.79,386,3,5,1,4,4,2,4,1,0.86,0.8,0.65,0.63,fullstack
7,863,2,0.62,0.66,235,4,5,4,1,3,3,4,2,0.43,0.91,0.67,0.79,backend
15,1667,4,0.62,0.54,297,5,4,4,2,2,1,4,4,0.41,0.69,0.4,0.77,security
22,2301,6,0.73,0.63,481,3,5,2,4,1,4,5,1,0.82,0.73,0.51,0.79,fullstack
11,1161,5,0.71,0.61,253,5,3,2,1,4,5,3,3,0.61,0.67,0.61,0.79,cloud
12,1158,6,0.58,0.64,202,5,2,5,5,4,4,4,1,0.95,0.59,0.43,0.54,frontend
13,1261,4,0.84,0.74,227,4,4,3,4,1,5,4,4,0.43,0.62,0.56,0.71,security
15,1506,5,0.8,0.46,335,2,4,5,4,4,1,1,1,0.42,0.5,0.94,0.86,data
17,1770,6,0.6,0.58,295,2,4,3,5,5,5,1,4,0.47,0.72,0.61,0.77,security
20,2133,5,0.78,0.74,400,5,5,3,4,3,1,4,1,0.84,0.56,0.6,0.59,mobile
1,114,2,0.94,0.55,88,5,2,4,4,3,2,5,2,0.91,0.53,0.49,0.54,mobile
8,917,2,0.93,0.87,148,4,3,4,3,4,3,4,3,0.54,0.66,0.88,0.75,data
15,1567,5,0.63,0.82,360,1,3,4,3,5,1,4,5,0.63,0.59,0.83,0.87,data
13,1414,6,0.66,0.54,288,3,2,1,4,3,2,4,5,0.77,0.46,0.7,0.65,frontend
19,2042,7,0.68,0.86,407,4,4,4,2,4,2,2,3,0.69,0.5,0.88,0.72,data
17,1856,6,0.74,0.62,402,5,4,5,4,3,3,1,3,0.54,0.88,0.8,0.62,backend
